player_id,name,nationality,is_indian,is_overseas,is_batsman,is_bowler,is_allrounder,is_wicketkeeper,is_opener,is_finisher,is_anchor,is_aggressive_batter,bats_left,bats_right,bowls_fast,bowls_spin,bowls_medium,is_death_bowler,is_powerplay_bowler,is_economy_bowler,played_csk,played_mi,played_rcb,played_kkr,played_dc,played_srh,played_rr,played_pbks,played_gt,played_lsg,is_captain,won_ipl_title,has_orange_cap,has_purple_cap,is_international_star,is_early_era,is_mid_era,is_recent_era,is_match_winner,is_famous_for_sixes,is_death_specialist,is_consistent_performer
deepak-hooda,Deepak Hooda,India,1,0,0.7,0.5,0.7,0,0,0.7,0,0.8,0,1,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,1,0.7,0.7,0.3,0.5
tushar-deshpande,Tushar Deshpande,India,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0.5,0,0.7,0.5
sachin-tendulkar,Sachin Tendulkar,India,1,0,1,0,0,0,1,0.2,0.7,0.5,0,1,0,0.5,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0.5,0,1
ab-de-villiers,AB de Villiers,South Africa,0,1,1,0,0,0.5,0,1,0.3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0.9,1
chris-gayle,Chris Gayle,West Indies,0,1,1,0.3,0,0,1,0.5,0,1,1,0,0,1,0,0,0.5,0.5,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0.3,0.8
lasith-malinga,Lasith Malinga,Sri Lanka,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0.3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1
yuvraj-singh,Yuvraj Singh,India,1,0,0.8,0.7,0.8,0,0,1,0,1,1,0,0,1,0,0.5,0.3,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0.8,1
gautam-gambhir,Gautam Gambhir,India,1,0,1,0,0,0,1,0,0.8,0.4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0.3,0,1
harbhajan-singh,Harbhajan Singh,India,1,0,0.3,1,0.2,0,0,0,0,0,0,1,0,1,0,0,0.5,0.7,0,1,0,0,0,0,0,0,0,0,0,1,0,0.3,1,1,0,0,1,0,0.5,1
shane-watson,Shane Watson,Australia,0,1,0.8,0.7,0.8,0,1,0.5,0,0.8,0,1,1,0,0,0.5,0.7,0.3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0.8,0.5,1
adam-gilchrist,Adam Gilchrist,Australia,0,1,0.8,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0.3,0.8
ricky-ponting,Ricky Ponting,Australia,0,1,1,0,0,0,0,0.5,0.7,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0.7,0.3,0,0.8
sourav-ganguly,Sourav Ganguly,India,1,0,0.9,0.4,0.3,0,1,0.2,0.5,0.5,1,0,0,0.5,0,0,0,0.3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.7,0.5,0,0.8
muttiah-muralitharan,Muttiah Muralitharan,Sri Lanka,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.3,0.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,1,1,0,0,0.7,0,0.5,0.8
brendon-mccullum,Brendon McCullum,New Zealand,0,1,0.8,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0.3,0.7
kevin-pietersen,Kevin Pietersen,England,0,1,1,0.3,0.2,0,0,0.5,0.3,0.8,0,1,0,0.5,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.8,0.7,0.3,0.6
dwayne-bravo,Dwayne Bravo,West Indies,0,1,0.5,0.8,1,0,0,1,0,0.8,0,1,1,0,0,1,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0.3,1,1,0,0,1,0.8,0.9,1
kieron-pollard,Kieron Pollard,West Indies,0,1,0.6,0.7,1,0,0,1,0,1,0,1,1,0,0,1,0.3,0.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0.8,1
rohit-sharma-mi,Rohit Sharma,India,1,0,1,0,0,0,1,0.2,0.5,0.7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0.2,1
hardik-pandya,Hardik Pandya,India,1,0,0.7,0.8,1,0,0,1,0,1,0,1,1,0,0,1,0.3,0.3,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0.8,1
suresh-raina,Suresh Raina,India,1,0,0.9,0.5,0.3,0,0,0.8,0.3,0.9,1,0,0,0.5,0,0,0,0.4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0.7,0.5,1
ambati-rayudu,Ambati Rayudu,India,1,0,0.8,0.3,0.2,0,0,0.7,0.3,0.6,0,1,0,0.5,0,0,0,0.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,1,0,0,0.7,0.5,0.3,0.8
ajinkya-rahane,Ajinkya Rahane,India,1,0,0.9,0,0,0,0.5,0.3,0.7,0.3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0.6,0.3,0,0.8
shikhar-dhawan,Shikhar Dhawan,India,1,0,1,0,0,0,1,0.2,0.5,0.7,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0.5,0.2,1
murali-vijay,Murali Vijay,India,1,0,1,0,0,0,1,0,0.6,0.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,1,0,0,0.6,0.3,0,0.7
dinesh-karthik,Dinesh Karthik,India,1,0,0.7,0,0,1,0,1,0.3,0.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.7,1,0,0,1,0.7,0.7,0.8
manoj-tiwary,Manoj Tiwary,India,1,0,0.7,0.3,0.2,0,0,0.5,0.3,0.5,0,1,0,0.5,0,0,0,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3,1,0,0,0.5,0.4,0,0.5
wriddhiman-saha,Wriddhiman Saha,India,1,0,0.6,0,0,1,0.5,0.4,0.3,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0.5,0,0.5,0.3,0,0.7
cheteshwar-pujara,Cheteshwar Pujara,India,1,0,1,0,0,0,0,0,1,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3,0,0,0.5
sanju-samson,Sanju Samson,India,1,0,0.9,0,0,1,0,0.7,0.2,0.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0.8,0,0.5,1,1,0.8,0.5,1
rahul-tewatia,Rahul Tewatia,India,1,0,0.6,0.7,0.7,0,0,1,0,0.9,1,0,0,1,0,0.5,0.3,0.7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.5,1,1,1,0.6,0.7
shubman-gill,Shubman Gill,India,1,0,1,0,0,0,1,0.2,0.6,0.7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0.5,1,1,0.7,0.2,1
narine-sunil,Sunil Narine,West Indies,0,1,0.5,1,0.7,0,1,0.5,0,0.5,1,0,0,1,0,0,0.5,0.7,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5,1,0,1,1,1,0.8,0.5,1
eoin-morgan,Eoin Morgan,England,0,1,0.7,0,0.1,0,0,0.7,0.3,0.7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0.5,0.7,0.5,0.3,0.7
mathew-wade,Matthew Wade,Australia,0,1,0.7,0,0,1,0.3,0.6,0.2,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,1,0.6,0.7,0.3,0.5
tim-david,Tim David,Singapore,0,1,0.7,0,0.1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0.5,1,1,1,0.8,0.7
nicholas-pooran,Nicholas Pooran,West Indies,0,1,0.8,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8,0,0.5,1,1,1,0.7,0.8
liam-livingstone,Liam Livingstone,England,0,1,0.8,0.5,0.5,0,0,1,0,1,0,1,0,1,0,0,0.5,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7,0,0.5,1,1,1,0.7,0.8
trent-boult,Trent Boult,New Zealand,0,1,0.2,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0.5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0.8,1
kagiso-rabada,Kagiso Rabada,South Africa,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0.8,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0.8,1
anrich-nortje,Anrich Nortje,South Africa,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0.7,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8,0,0.5,1,0.8,0,0.7,0.8
deepak-chahar,Deepak Chahar,India,1,0,0.3,1,0.1,0,0,0,0,0,0,1,0,0,1,0.3,1,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,1,1,0.7,0,0.7,0.8
shardul-thakur,Shardul Thakur,India,1,0,0.5,0.8,0.5,0,0,0.6,0,0.5,0,1,1,0,0,1,0.5,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7,0,0.5,1,0.7,0.5,0.6,0.7
harshal-patel,Harshal Patel,India,1,0,0.3,1,0.1,0,0,0,0,0,0,1,0,0,1,1,0.3,0.7,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.5,0,1,1,0.8,0,1,0.8
avesh-khan,Avesh Khan,India,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0.5,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,0,0.5,1,0.6,0,0.6,0.6
arshdeep-singh,Arshdeep Singh,India,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0.8,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0.6,0,0.5,1,0.7,0,0.8,0.7
washington-sundar,Washington Sundar,India,1,0,0.4,0.7,0.5,0,0.5,0.3,0,0.3,0,1,0,1,0,0,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.5,1,0.6,0.3,0.5,0.7
axar-patel,Axar Patel,India,1,0,0.4,0.8,0.5,0,0,0.5,0,0.4,1,0,0,1,0,0.5,0.5,0.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7,0,0.5,1,0.7,0.4,0.5,0.8
shreyas-iyer,Shreyas Iyer,India,1,0,1,0,0,0,0,0.7,0.5,0.7,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0.8,0,0.5,1,0.8,0.7,0.4,0.9
devdutt-padikkal,Devdutt Padikkal,India,1,0,1,0,0,0,1,0,0.5,0.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.4,0,0.3,1,0.6,0.6,0,0.6
mayank-agarwal,Mayank Agarwal,India,1,0,1,0,0,0,1,0.2,0.5,0.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0.5,1,0.7,0.6,0.2,0.7
lokesh-rahul,Lokesh Rahul,India,1,0,1,0,0,1,1,0.3,0.5,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0.5,0.3,1
manish-pandey,Manish Pandey,India,1,0,0.8,0,0,0,0,0.6,0.4,0.6,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0.6,0.4,0.3,0.6
virender-sehwag,Virender Sehwag,India,1,0,1,0.3,0.1,0,1,0,0,1,0,1,0,0.5,0,0,0,0.3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0.2,0.8
yusuf-pathan,Yusuf Pathan,India,1,0,0.7,0.6,0.7,0,0,1,0,1,0,1,0,1,0,0,0.5,0.5,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.7,1,0,0,1,1,0.5,0.7
irfan-pathan,Irfan Pathan,India,1,0,0.4,0.8,0.6,0,0,0.5,0,0.4,1,0,1,0,0,0.5,0.8,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1,0,0,0.7,0.5,0.5,0.7
pragyan-ojha,Pragyan Ojha,India,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.3,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0.5,0,0.5,0.7
rp-singh,RP Singh,India,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.5,0.8,0.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.5,1,0,0,0.5,0,0.5,0.6
ashish-nehra,Ashish Nehra,India,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.5,0.8,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6,1,0,0,0.5,0,0.6,0.6
zaheer-khan,Zaheer Khan,India,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.5,0.7,0.6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.7,1,0,0,0.6,0,0.6,0.7
amit-mishra,Amit Mishra,India,1,0,0.2,1,0.1,0,0,0,0,0,0,1,0,1,0,0,0.3,0.7,0,0,0,0,1,1,1,0,0,0,0,0,0,0.5,0.5,1,0,0,0.5,0,0.5,0.7
piyush-chawla,Piyush Chawla,India,1,0,0.3,1,0.2,0,0,0.2,0,0.3,0,1,0,1,0,0,0.3,0.7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.5,1,0,0,0.5,0.2,0.5,0.6
ajit-agarkar,Ajit Agarkar,India,1,0,0.4,0.8,0.4,0,0,0.4,0,0.4,0,1,1,0,0,0.7,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1,0,0,0.5,0.3,0.5,0.5
shane-bond,Shane Bond,New Zealand,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0.5,0.8,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6,1,0,0,0.5,0,0.6,0.6
brett-lee,Brett Lee,Australia,0,1,0.3,1,0.1,0,0,0.3,0,0.2,0,1,1,0,0,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1,0,0,0.6,0.3,0.6,0.7
dale-steyn,Dale Steyn,South Africa,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0.7,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,0,0.7,0,0.7,0.8
shaun-pollock,Shaun Pollock,South Africa,0,1,0.5,0.8,0.7,0,0,0.4,0,0.3,0,1,0,0,1,0.5,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1,0,0,0.5,0.3,0.5,0.7
marlon-samuels,Marlon Samuels,West Indies,0,1,0.7,0.5,0.4,0,0,0.5,0.4,0.5,0,1,0,1,0,0,0.5,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,0.3,0.5
daniel-vettori,Daniel Vettori,New Zealand,0,1,0.4,0.8,0.4,0,0,0.2,0.4,0.3,1,0,0,1,0,0,0.3,0.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7,1,0,0,0.5,0.2,0.4,0.6
graeme-smith,Graeme Smith,South Africa,0,1,0.8,0,0,0,1,0.2,0.7,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.7,1,0,0,0.5,0.2,0,0.6
andrew-symonds,Andrew Symonds,Australia,0,1,0.7,0.5,0.6,0,0,0.7,0.3,0.7,0,1,0,0.5,0,0,0.5,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7,1,0,0,0.7,0.7,0.4,0.7
harbhajan-mi,Harbhajan Singh,India,1,0,0.3,1,0.2,0,0,0,0,0,0,1,0,1,0,0,0.5,0.7,1,1,0,0,0,0,0,0,0,0,0,1,0,0.3,1,1,0,0,1,0,0.5,1
v-sehwag,Virender Sehwag,India,1,0,1,0.3,0.1,0,1,0,0,1,0,1,0,0.5,0,0,0,0.3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0.2,0.8
symcox-paul,Paul Symcox,South Africa,0,1,0.3,0.7,0.3,0,0,0,0.3,0.2,0,1,0,1,0,0,0.3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1,0,0,0.3,0.2,0.3,0.3
yashpal-sharma,Yashpal Sharma,India,1,0,0.5,0,0,0,0,0.3,0.4,0.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1,0,0,0.3,0.2,0,0.3
murali-kartik,Murali Kartik,India,1,0,0.2,0.8,0.2,0,0,0,0.3,0.2,1,0,0,1,0,0,0.3,0.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3,1,0,0,0.4,0,0.4,0.4
partiv-patel,Parthiv Patel,India,1,0,0.6,0,0,1,1,0.4,0.3,0.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4,1,0,0,0.5,0.4,0.2,0.5
rohan-gavaskar,Rohan Gavaskar,India,1,0,0.6,0.4,0.3,0,0,0.4,0.4,0.4,1,0,0,0.5,0,0,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3,1,0,0,0.3,0.3,0,0.3
deep-dasgupta,Deep Dasgupta,India,1,0,0.5,0,0,1,0.5,0.3,0.4,0.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1,0,0,0.3,0.2,0,0.3
brad-hodge,Brad Hodge,Australia,0,1,0.7,0.3,0.2,0,0,0.6,0.4,0.5,0,1,0,0.5,0,0,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.4,1,0,0,0.5,0.4,0.3,0.5
mathew-hayden,Matthew Hayden,Australia,0,1,0.8,0,0,0,1,0.2,0.5,0.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1,0,0,0.6,0.5,0.2,0.6
simon-katich,Simon Katich,Australia,0,1,0.7,0.3,0.2,0,0.5,0.2,0.5,0.3,1,0,0,0.5,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1,0,0,0.4,0.2,0.2,0.4
mark-boucher,Mark Boucher,South Africa,0,1,0.5,0,0,1,0,0.4,0.3,0.4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0.4,0.3,0,0.4
sanath-jayasuriya,Sanath Jayasuriya,Sri Lanka,0,1,0.8,0.6,0.5,0,1,0.3,0,0.9,1,0,0,1,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1,0,0,0.8,1,0.3,0.7
tillakaratne-dilshan,Tillakaratne Dilshan,Sri Lanka,0,1,0.8,0.4,0.3,0,1,0.3,0.3,0.8,0,1,0,0.5,0,0,0,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7,1,0,0,0.7,0.5,0.2,0.6
kumar-sangakkara,Kumar Sangakkara,Sri Lanka,0,1,1,0,0,1,0.5,0.3,0.7,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.7,0.3,0,0.9
mahela-jayawardene,Mahela Jayawardene,Sri Lanka,0,1,0.9,0,0,0,0.5,0.3,0.7,0.4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0.7,0.3,0.2,0.9
